DO400	deploying	automation	Lecture	10-15
DO400	deploying	automation	GE	10-15
DO400	managing	devsecops	Lecture	5-10
DO400	managing	devsecops	GE	30-35
DO400	managing	scans	GE	25-30
DO400	managing	scans	Lecture	5-10
DO400	managing	metrics	Lecture	5-10
DO400	managing	metrics	GE	40-45
DO400	managing	notifications	Lecture	5-10
DO400	managing	notifications	GE	30-35
DO400	managing	troubleshoot	Lecture	10-15
DO400	managing	troubleshoot	GE	45-50
RES123	plan	benefit	Quiz	5-10
RES123	plan	intro	Lecture	5
RES123	deploy	install	Lecture	5
DO370	internal	intro	Quiz	10-15
DO370	internal	intro	Lecture	10-15
DO370	internal	gui	GE	20-25
DO370	internal	gui	Lecture	10-15
DO370	internal	cli	Lecture	5-10
DO370	internal	cli	GE	25-30
DO370	services	classes	Lecture	5-10
DO370	services	registry	GE	30-35
DO370	services	registry	Lecture	5-10
DO370	services	monitoring	Lecture	5-10
DO370	services	monitoring	GE	10-15
DO370	workloads	ceph	Lecture	5-10
DO370	workloads	ceph	GE	10-15
DO370	workloads	file	GE	20-25
DO370	workloads	file	Lecture	5-10
DO370	workloads	block	GE	20-25
DO370	workloads	block	Lecture	5-10
DO370	workloads	classes	GE	20-25
DO370	workloads	classes	Lecture	5-10
DO370	capacity	monitoring	Lecture	5
DO370	capacity	monitoring	GE	5-10
DO370	capacity	quotas	GE	10-15
DO370	capacity	quotas	Lecture	10-15
DO370	capacity	extend	Lecture	5-10
DO370	capacity	extend	GE	15-20
DO370	capacity	disk	Lecture	5-10
DO370	capacity	disk	GE	10-15
DO370	backup	concepts	Lecture	5-10
DO370	backup	concepts	Quiz	5-10
DO370	backup	application	Lecture	5-10
DO370	backup	application	GE	10-15
DO370	backup	volume	GE	15-20
DO370	backup	volume	Lecture	5-10
DO370	object	define	GE	15-20
DO370	object	define	Lecture	5-10
DO370	object	obc	Lecture	10-15
DO370	object	obc	GE	25-30
DO370	object	configure	Lecture	5
DO370	object	configure	GE	15-20
DO370	object	monitor	Lecture	5
DO370	object	monitor	GE	15-20
AD482	eda	principles	Quiz	5-10
AD482	eda	principles	Lecture	15-20
AD482	eda	setup	GE	20-25
AD482	kafka	features	Quiz	5-10
AD482	kafka	features	Lecture	5-10
AD482	kafka	arch	Lecture	10-15
AD482	kafka	arch	Quiz	10-15
AD482	kafka	topics	Lecture	15-20
AD482	kafka	topics	GE	15-20
AD482	kafka	producers	Lecture	20-25
AD482	kafka	producers	GE	25-30
AD482	kafka	consumers	GE	20-25
AD482	kafka	consumers	Lecture	15-20
AD482	kafka	schemas	GE	20-25
AD482	kafka	schemas	Lecture	10-15
AD482	streams	interaction	GE	20-25
AD482	streams	interaction	Lecture	15-20
AD482	streams	architecture	Lecture	15-20
AD482	streams	architecture	Quiz	10-15
AD482	streams	data	GE	20-25
AD482	streams	data	Lecture	15-20
AD482	collaboration	stateless	Lecture	10-15
AD482	collaboration	stateless	GE	30-35
AD482	collaboration	stateful	Lecture	25-30
AD482	collaboration	stateful	GE	20-25
AD482	collaboration	partition	Lecture	5-10
AD482	collaboration	partition	GE	20-25
AD482	connect	cluster	GE	15-20
AD482	connect	cluster	Lecture	15-20
AD482	connect	connectors	GE	20-25
AD482	connect	connectors	Lecture	10-15
AD482	connect	transformation	GE	20-25
AD482	connect	transformation	Lecture	5-10
AD482	connect	debezium	Lecture	15-20
AD482	connect	debezium	GE	15-20
AD482	troubleshooting	order	Lecture	15-20
AD482	troubleshooting	order	GE	15-20
AD482	troubleshooting	retries	GE	20-25
AD482	troubleshooting	retries	Lecture	10-15
AD482	troubleshooting	duplication	Lecture	15-20
AD482	troubleshooting	duplication	GE	25-30
AD482	troubleshooting	test	GE	15-20
AD482	troubleshooting	test	Lecture	15-20
DO322	process	intro	Quiz	5-10
DO322	process	intro	Lecture	40-45
DO322	process	intro	Quiz	5-10
DO322	process	intro	Lecture	40-45
DO322	process	installer	Lecture	60-65
DO322	process	installer	Quiz	5-10
DO322	process	installer	GE	30-35
DO322	process	installer	Lecture	60-65
DO322	process	installer	Quiz	5-10
DO322	process	installer	GE	30-35
DO322	process	hosted	Quiz	5-10
DO322	process	hosted	Lecture	5-10
DO322	process	hosted	Quiz	5-10
DO322	process	hosted	Lecture	5-10
DO322	process	review	Quiz	5-10
DO322	process	review	Quiz	5-10
DO322	cloud	intro	Quiz	5-10
DO322	cloud	intro	Lecture	30-35
DO322	cloud	intro	Quiz	5-10
DO322	cloud	intro	Lecture	30-35
DO322	cloud	prepare	Lecture	25-30
DO322	cloud	prepare	Quiz	5-10
DO322	cloud	prepare	Lecture	25-30
DO322	cloud	prepare	Quiz	5-10
DO322	cloud	install	Lecture	25-30
DO322	cloud	install	Quiz	10-15
DO322	cloud	install	Lecture	25-30
DO322	cloud	install	Quiz	10-15
DO322	cloud	verify	Quiz	5-10
DO322	cloud	verify	Lecture	25-30
DO322	cloud	verify	Quiz	5-10
DO322	cloud	verify	Lecture	25-30
DO322	cloud	review	Quiz	10-15
DO322	cloud	review	Quiz	10-15
DO322	virtual	hypervisor	Quiz	5-10
DO322	virtual	hypervisor	Lecture	15-20
DO322	virtual	hypervisor	Quiz	5-10
DO322	virtual	hypervisor	Lecture	15-20
DO322	virtual	vsphere	Lecture	10-15
DO322	virtual	vsphere	Quiz	5-10
DO322	virtual	vsphere	Lecture	15-20
DO322	virtual	vsphere	Quiz	5-10
DO322	virtual	vsphere	Lecture	10-15
DO322	virtual	vsphere	Quiz	5-10
DO322	virtual	vsphere	Lecture	15-20
DO322	virtual	vsphere	Quiz	5-10
DO322	virtual	review	Quiz	10-15
DO322	virtual	review	Quiz	10-15
DO322	plan	noprovider	Lecture	5
DO322	plan	noprovider	Quiz	5-10
DO322	plan	noprovider	Lecture	5
DO322	plan	noprovider	Quiz	5-10
DO322	plan	services	Lecture	10-15
DO322	plan	services	GE	35-40
DO322	plan	services	Lecture	10-15
DO322	plan	services	GE	35-40
DO322	plan	review	Quiz	5-10
DO322	plan	review	Quiz	5-10
DO322	install	perform	GE	25-30
DO322	install	perform	Lecture	10-15
DO322	install	perform	GE	25-30
DO322	install	perform	Lecture	10-15
DO322	install	review	Quiz	10-15
DO322	install	review	Quiz	10-15
DO322	complete	day1day2	GE	25-30
DO322	complete	day1day2	Lecture	5
DO322	complete	day1day2	GE	25-30
DO322	complete	day1day2	Lecture	5
DO322	complete	backupetcd	Lecture	5
DO322	complete	backupetcd	GE	25-30
DO322	complete	backupetcd	Lecture	5
DO322	complete	backupetcd	GE	25-30
DO322	complete	review	Quiz	5-10
DO322	complete	review	Quiz	5-10
DO378	start	microservices	Quiz	10-15
DO378	start	microservices	Lecture	15-20
DO378	start	architecture	Lecture	15-20
DO378	start	architecture	Quiz	10-15
DO378	start	credentials	GE	10-15
DO378	implement	runtime	Quiz	5-10
DO378	implement	runtime	Lecture	10-15
DO378	implement	rest	Lecture	20-25
DO378	implement	rest	GE	20-25
DO378	implement	persist	GE	25-30
DO378	implement	persist	Lecture	10-15
DO378	deploy	microservicesapp	GE	15-20
DO378	deploy	microservicesapp	Lecture	5-10
DO378	deploy	service	GE	20-25
DO378	deploy	service	Lecture	15-20
DO378	deploy	openshift	GE	5-10
DO378	deploy	openshift	Lecture	15-20
DO378	apps	inject	Lecture	15-20
DO378	apps	inject	GE	25-30
DO378	apps	feature	Lecture	5-10
DO378	apps	feature	GE	10-15
DO378	apps	connect	GE	45-50
DO378	apps	connect	Lecture	10-15
DO378	tolerance	policies	GE	25-30
DO378	tolerance	policies	Lecture	15-20
DO378	tolerance	health	GE	15-20
DO378	tolerance	health	Lecture	5-10
DO378	native	build	Lecture	15-20
DO378	native	build	GE	10-15
DO378	native	container	GE	10-15
DO378	native	container	Lecture	5-10
DO378	test	junit	Lecture	10-15
DO378	test	junit	GE	20-25
DO378	test	mock	GE	15-20
DO378	test	mock	Lecture	15-20
DO378	secure	tls	GE	30-35
DO378	secure	tls	Lecture	15-20
DO378	secure	jwt	GE	20-25
DO378	secure	jwt	Lecture	15-20
DO378	monitor	metrics	Lecture	10-15
DO378	monitor	metrics	GE	15-20
DO378	monitor	trace	Lecture	15-20
DO378	monitor	trace	GE	15-20
RH342	strategy	scientificmethod	Lecture	10-15
RH342	strategy	scientificmethod	GE	15-20
RH342	strategy	collectinginfo	GE	15-20
RH342	strategy	collectinginfo	Lecture	15-20
RH342	strategy	redhatresources	Lecture	15-20
RH342	strategy	redhatresources	GE	10-15
RH342	baseline	monitoring	Lecture	10-15
RH342	baseline	monitoring	GE	10-15
RH342	baseline	remotelogging	Lecture	15-20
RH342	baseline	remotelogging	GE	10-15
RH342	baseline	configmanagement	Lecture	10-15
RH342	baseline	configmanagement	GE	10-15
RH342	baseline	changetracking	GE	20-25
RH342	baseline	changetracking	Lecture	20-25
RH342	boot	biosgrub	GE	5-10
RH342	boot	biosgrub	Lecture	15-20
RH342	boot	biosefi	Lecture	15-20
RH342	boot	biosefi	Quiz	5
RH342	boot	failingservices	GE	10-15
RH342	boot	failingservices	Lecture	5-10
RH342	boot	rootpw	GE	10-15
RH342	boot	rootpw	Lecture	5-10
RH342	hardware	identify	GE	10-15
RH342	hardware	identify	Lecture	10-15
RH342	hardware	kernelmodules	Lecture	5-10
RH342	hardware	kernelmodules	GE	5-10
RH342	hardware	virtualization	Lecture	10-15
RH342	hardware	virtualization	GE	5-10
RH342	storage	overview	GE	10-15
RH342	storage	overview	Lecture	15-20
RH342	storage	filesystem	GE	10-15
RH342	storage	filesystem	Lecture	15-20
RH342	storage	lvm	Lecture	5-10
RH342	storage	lvm	GE	10-15
